Crystal_Structure,Lattice_Parameters,formula,TN,Space_Group,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,HOMO_character,HOMO_element,HOMO_energy,LUMO_character,LUMO_element,LUMO_energy,gap_AO,compound possible,max ionic char,avg ionic char
Perovskite,"{'a': '5.400 Ã…', 'b': '5.599 Ã…', 'c': '7.709 Ã…'}",SmFeO3,670.0,Pnma,Sm1 Fe1 O3,8.0,62.0,54.0,22.4,17.28,8.0,23.0,87.0,64.0,67.8,23.04,87.0,15.9994,150.36,134.3606,50.84064,41.809488,15.9994,54.8,1811.0,1756.2,664.08,731.1360000000001,54.8,3.0,16.0,13.0,11.8,5.04,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,198.0,132.0,105.6,47.519999999999996,66.0,1.17,3.44,2.27,2.664,0.9311999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,6.0,6.0,1.2,1.92,0.0,0.0,6.0,6.0,1.2,1.92,0.0,6.0,8.0,2.0,6.8,0.96,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,4.0,4.0,0.8,1.28,0.0,0.0,8.0,8.0,1.6,2.56,0.0,2.0,8.0,6.0,3.6,1.9200000000000004,2.0,9.105,33.23,24.124999999999996,14.254999999999999,7.589999999999998,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.42213256,0.675412096,0.0,12.0,229.0,217.0,86.2,89.04,12.0,3,0.6633249580710799,0.6144633651371695,0.6009844187491661,0.6000783545597032,0.6000020321795635,2.0,2.4,1.2,1.2,0.29411764705882354,0.35294117647058826,0.17647058823529413,0.17647058823529413,d,Fe,-0.295049,f,Sm,-0.21776,0.077289,True,0.7242401773760752,0.148266677165001
GdFeO3-perovskite,"{'a': '5.3761 Ã…', 'b': '5.3739 Ã…', 'c': '7.5715 Ã…'}",La0.3Ca0.7MnO3,170.0,Pbnm,La0.3 Ca0.7 Mn1 O3,8.0,57.0,49.0,16.02,9.624,8.0,7.0,87.0,80.0,64.36,27.167999999999996,87.0,15.9994,138.90547,122.90607000000001,34.5324972,22.23971664,15.9994,54.8,1519.0,1464.2,564.36,611.472,54.8,2.0,16.0,14.0,11.459999999999999,5.448,16.0,2.0,6.0,4.0,2.92,1.1039999999999999,2.0,66.0,207.0,141.0,104.46,46.152,66.0,1.0,3.44,2.44,2.58,1.032,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.06,1.576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,5.46,1.2639999999999998,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.5399999999999998,2.2792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.7399999999999998,1.6551999999999996,2.0,9.105,37.77,28.665000000000003,15.062167241380001,8.978433103448001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,6.2024137931e-05,9.923862068959999e-05,0.0,12.0,225.0,213.0,93.74,98.088,12.0,4,0.6505382386916237,0.6099811872725391,0.6005769141908202,0.6000424198866755,0.6000010448055402,2.0,2.4,1.06,0.0,0.3663003663003663,0.43956043956043955,0.19413919413919414,0.0,d,Mn,-0.26654,d,Mn,-0.26654,0.0,,,
Pnma,"{'a': '5.6200 Ã…', 'b': '7.5236 Ã…', 'c': '5.8338 Ã…'}",La0.375Ca0.625MnO3,115.0,Pnma,La0.375 Ca0.625 Mn1 O3,8.0,57.0,49.0,16.575,10.290000000000001,8.0,7.0,87.0,80.0,64.45,27.060000000000002,87.0,15.9994,138.90547,122.90607000000001,36.01490925,24.0186111,15.9994,54.8,1519.0,1464.2,565.53,612.876,54.8,2.0,16.0,14.0,11.475,5.43,16.0,2.0,6.0,4.0,2.95,1.1400000000000001,2.0,66.0,207.0,141.0,104.925,46.71,66.0,1.0,3.44,2.44,2.5815,1.0302,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.075,1.5699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,5.475,1.2400000000000002,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.675,2.42875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.875,1.76875,2.0,9.105,37.77,28.665000000000003,15.049079741380002,8.957493103448002,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,6.2024137931e-05,9.923862068959999e-05,0.0,12.0,225.0,213.0,93.275,97.53,12.0,4,0.6490377492873585,0.6094566513424744,0.600543598407601,0.6000406852654617,0.6000010253946856,2.0,2.4,1.075,0.0,0.36529680365296807,0.4383561643835617,0.19634703196347034,0.0,d,Mn,-0.26654,d,Mn,-0.26654,0.0,,,
Distorted Perovskite,"{'a': '5.4491 Ã…', 'b': '5.4345 Ã…', 'c': '7.6506 Ã…'}",Pr0.65Ca0.35MnO3,165.0,Pbnm,Pr0.65 Ca0.35 Mn1 O3,8.0,59.0,51.0,18.869999999999997,13.044,8.0,7.0,87.0,80.0,65.3,26.04,87.0,15.9994,140.90765,124.90825,41.7107035,31.08214269,15.9994,54.8,1519.0,1464.2,571.25,619.74,54.8,2.0,16.0,14.0,11.53,5.364,16.0,2.0,6.0,4.0,3.06,1.272,2.0,66.0,203.0,137.0,106.10999999999999,48.13199999999999,66.0,1.0,3.44,2.44,2.5909,1.01892,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,3.0,3.0,0.39,0.6786,0.0,2.0,7.0,5.0,5.79,0.736,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,11.0,11.0,1.4300000000000002,2.4882,0.0,0.0,11.0,11.0,3.63,2.4642000000000004,2.0,9.105,37.77,28.665000000000003,14.84216724138,8.626433103447999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,6.2024137931e-05,9.923862068959999e-05,0.0,12.0,225.0,213.0,91.57000000000001,95.48400000000001,12.0,4,0.6494613152451807,0.6096046887807208,0.6005526999399735,0.6000411307005362,0.6000010298049089,2.0,2.4,1.0,0.39,0.3454231433506045,0.41450777202072536,0.17271157167530224,0.06735751295336788,d,Mn,-0.26654,d,Mn,-0.26654,0.0,,,
AFM,,TbCo0.2Ni1.8B2C,10.2,,Tb1 Co0.2 Ni1.8 B2 C1,5.0,65.0,60.0,22.8,17.466666666666665,5.0,29.0,77.0,48.0,61.9,11.766666666666666,72.0,10.811,158.92535,148.11435,51.66546816666667,40.45456816666666,10.811,1629.0,3823.0,2194.0,2268.6666666666665,571.0,2348.0,3.0,14.0,11.0,10.466666666666667,2.8666666666666667,13.0,2.0,6.0,4.0,3.3333333333333335,1.3333333333333333,2.0,76.0,194.0,118.0,114.39999999999999,33.06666666666666,84.0,1.21,2.55,1.3399999999999999,1.9423333333333332,0.26766666666666666,2.04,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.6666666666666666,0.6666666666666666,1.0,0.0,8.0,8.0,2.6333333333333333,3.511111111111111,0.0,0.0,9.0,9.0,1.5,2.5,0.0,3.0,11.0,8.0,6.8,3.466666666666667,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.3333333333333335,2.333333333333333,5.0,0.0,3.0,3.0,0.7000000000000001,0.9333333333333335,0.0,0.0,5.0,5.0,0.8333333333333334,1.388888888888889,0.0,2.0,5.0,3.0,3.8666666666666667,1.1777777777777778,5.0,5.64,31.7366666667,26.0966666667,12.057777777783334,6.5596296296388905,7.1725,0.0,4.496,4.496,1.2573333333333334,1.2573333333333334,1.524,0.0,1.5484712,1.5484712,0.23023411666666668,0.3069788222222222,0.0,166.0,225.0,59.0,193.96666666666667,18.644444444444446,166.0,5,0.5077182070575939,0.4185690785479637,0.36858131571423375,0.3530065260307018,0.34350450316489356,2.0,0.6666666666666666,2.6333333333333333,1.5,0.29411764705882354,0.09803921568627451,0.3872549019607843,0.22058823529411764,s,Ni,-0.210764,s,Ni,-0.210764,0.0,,,
AFM,,TbCo0.4Ni1.6B2C,7.65,,Tb1 Co0.4 Ni1.6 B2 C1,5.0,65.0,60.0,22.766666666666666,17.433333333333334,5.0,29.0,77.0,48.0,61.800000000000004,11.866666666666667,72.0,10.811,158.92535,148.11435,51.673461333333336,40.46256133333333,10.811,1629.0,3823.0,2194.0,2270.0,569.6666666666666,2348.0,3.0,14.0,11.0,10.433333333333334,2.9,13.0,2.0,6.0,4.0,3.3333333333333335,1.3333333333333333,2.0,76.0,194.0,118.0,114.46666666666665,33.13333333333333,84.0,1.21,2.55,1.3399999999999999,1.9413333333333334,0.26866666666666666,2.04,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.6666666666666666,0.6666666666666666,1.0,0.0,8.0,8.0,2.6,3.466666666666667,0.0,0.0,9.0,9.0,1.5,2.5,0.0,3.0,11.0,8.0,6.766666666666667,3.4333333333333336,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.3333333333333335,2.3333333333333335,5.0,0.0,3.0,3.0,0.7333333333333334,0.9777777777777779,0.0,0.0,5.0,5.0,0.8333333333333334,1.388888888888889,0.0,2.0,5.0,3.0,3.9,1.1333333333333335,5.0,5.64,31.7366666667,26.0966666667,12.055277777783333,6.560462962972221,7.1725,0.0,4.496,4.496,1.2573333333333334,1.2573333333333334,1.524,0.0,1.5484712,1.5484712,0.26200333333333337,0.3493377777777778,0.0,166.0,225.0,59.0,192.9333333333333,17.955555555555563,166.0,5,0.4921607686744467,0.4032148336321087,0.35605160180998446,0.3431527556264817,0.33680980014728923,2.0,0.6666666666666666,2.6,1.5,0.2955665024630542,0.09852216748768472,0.3842364532019705,0.22167487684729065,s,Ni,-0.210764,s,Ni,-0.210764,0.0,,,
Perovskite,"{'a': '3.98 Ã…', 'b': '3.98 Ã…', 'c': '3.98 Ã…'}",LaMnO3,131.0,,La1 Mn1 O3,8.0,57.0,49.0,21.2,15.839999999999998,8.0,13.0,87.0,74.0,65.2,26.160000000000004,87.0,15.9994,138.90547,122.90607000000001,48.368343,38.8427316,15.9994,54.8,1519.0,1464.2,575.28,624.576,54.8,3.0,16.0,13.0,11.6,5.279999999999999,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,207.0,141.0,108.8,51.35999999999999,66.0,1.1,3.44,2.34,2.5940000000000003,1.0151999999999997,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.2,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.6,1.0400000000000003,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.8,3.3599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.0,2.4,2.0,9.105,36.8975,27.7925,14.94001724138,8.782993103448,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,6.2024137931e-05,9.923862068959999e-05,0.0,12.0,217.0,205.0,89.4,92.88,12.0,3,0.6633249580710799,0.6144633651371695,0.6009844187491661,0.6000783545597032,0.6000020321795635,2.0,2.4,1.2,0.0,0.35714285714285715,0.4285714285714286,0.2142857142857143,0.0,d,Mn,-0.26654,d,Mn,-0.26654,0.0,False,0.7456133690005962,0.16231835307545583
Rhombohedral perovskite,,Bi0.95Pb0.05Fe0.85Mn0.15O3,670.15,R3c,Bi0.95 Pb0.05 Fe0.85 Mn0.15 O3,8.0,83.0,75.0,26.559999999999995,22.555999999999997,8.0,52.0,87.0,35.0,80.26,10.283999999999997,87.0,15.9994,208.9804,192.981,62.51970735,58.548669059999995,15.9994,54.8,1811.0,1756.2,495.7620999999999,529.1545199999999,54.8,7.0,16.0,9.0,14.16,2.5271999999999997,16.0,2.0,6.0,4.0,3.1999999999999997,1.44,2.0,66.0,148.0,82.0,95.79,35.748000000000005,66.0,1.55,3.44,1.89,2.8287,0.73356,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.9899999999999998,1.2158000000000002,4.0,0.0,10.0,10.0,3.17,3.804,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,29.0,23.0,10.959999999999997,7.195999999999998,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.81,0.724,2.0,0.0,5.0,5.0,0.8300000000000001,1.3279999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.6399999999999997,0.768,2.0,9.105,32.95,23.845000000000002,14.143327586206999,7.425868965517199,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.3588219796206897,0.5956258789289655,0.0,12.0,229.0,217.0,57.17,71.36859999999999,12.0,5,0.6526867548832288,0.6107327930866748,0.6006000639752,0.6000399260319582,0.6000008084199822,2.0,2.9899999999999998,3.17,2.8,0.18248175182481757,0.27281021897810226,0.28923357664233584,0.25547445255474455,d,Fe,-0.295049,d,Fe,-0.295049,0.0,,,
Double-layered perovskite-like,,Ca3Ru2O7,56.0,,Ca3 Ru2 O7,8.0,44.0,36.0,17.0,10.5,8.0,7.0,87.0,80.0,61.833333333333336,29.361111111111114,87.0,15.9994,101.07,85.0706,36.19748333333334,23.564430555555557,15.9994,54.8,2607.0,2552.2,745.2166666666667,805.486111111111,54.8,2.0,16.0,14.0,11.166666666666666,5.638888888888888,16.0,2.0,5.0,3.0,3.0,1.1666666666666667,2.0,66.0,176.0,110.0,106.83333333333333,47.63888888888889,66.0,1.0,3.44,2.44,2.623333333333333,0.9527777777777778,3.44,1.0,2.0,1.0,1.8333333333333333,0.27777777777777785,2.0,0.0,4.0,4.0,2.3333333333333335,1.9444444444444446,4.0,0.0,7.0,7.0,1.1666666666666667,1.9444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,5.333333333333333,1.666666666666667,6.0,0.0,1.0,1.0,0.16666666666666666,0.2777777777777778,0.0,0.0,2.0,2.0,1.1666666666666667,0.9722222222222223,2.0,0.0,3.0,3.0,0.5,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.8333333333333333,0.9166666666666669,2.0,9.105,37.77,28.665000000000003,17.005416666666665,10.382291666666667,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,95.58333333333333,97.51388888888887,12.0,3,0.6561673228343177,0.6025355660438075,0.5852298877168572,0.5835673037013095,0.5833457376874627,1.8333333333333333,2.3333333333333335,1.1666666666666667,0.0,0.34375,0.43750000000000006,0.21875000000000003,0.0,d,Ru,-0.210375,d,Ru,-0.210375,0.0,True,0.7742664595807831,0.15653827282974522
Perovskite,,LaMn3Ni2Mn2O12,46.0,,La1 Mn5 Ni2 O12,8.0,57.0,49.0,16.7,10.440000000000001,8.0,13.0,87.0,74.0,71.95,18.06,87.0,15.9994,138.90547,122.90607000000001,36.14876475,24.179237699999998,15.9994,54.8,1728.0,1673.2,645.08,708.336,54.8,3.0,16.0,13.0,12.5,4.2,16.0,2.0,6.0,4.0,2.9,1.08,2.0,66.0,207.0,141.0,97.1,37.32,66.0,1.1,3.44,2.34,2.6975000000000002,0.891,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,8.0,8.0,2.1,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.5,0.95,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.9,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,3.1,1.5400000000000003,2.0,9.105,36.8975,27.7925,10.961771551725,2.5935728448275004,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.05961700017241376,0.10715553996551726,0.0,12.0,225.0,213.0,93.65,97.97999999999999,12.0,4,0.6595452979136459,0.6151247901528124,0.6015152822921332,0.6001870186454474,0.6000094635392892,2.0,2.4,2.1,0.0,0.3076923076923077,0.3692307692307692,0.3230769230769231,0.0,d,Mn,-0.26654,d,Mn,-0.26654,0.0,True,0.7456133690005962,0.1397077359424239
Perovskite-like,{'a': '417.5 pm'},CePd3Ga0.10,3.3,,Ce1 Pd3 Ga0.1,31.0,58.0,27.0,48.5609756097561,4.604402141582393,46.0,15.0,74.0,59.0,50.82926829268293,17.47769185008923,62.0,69.723,140.116,70.39300000000001,113.74348780487806,12.864640095181446,106.42,302.91,1828.05,1525.1399999999999,1606.2051219512196,324.6510410469958,1828.05,3.0,13.0,10.0,8.365853658536585,2.617489589530042,10.0,4.0,6.0,2.0,5.219512195121951,0.3807257584770971,5.0,122.0,204.0,82.0,154.43902439024393,24.176085663295673,139.0,1.12,2.2,1.08,1.9270731707317077,0.3994051160023795,2.2,0.0,2.0,2.0,0.5365853658536587,0.7852468768590127,0.0,0.0,1.0,1.0,0.02439024390243903,0.047590719809637125,0.0,1.0,10.0,9.0,7.8048780487804885,3.319452706722189,10.0,0.0,1.0,1.0,0.24390243902439027,0.36882807852468774,0.0,4.0,13.0,9.0,8.609756097560975,2.2486615110053543,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.12195121951219513,0.2379535990481856,0.0,0.0,9.0,9.0,2.1951219512195124,3.3194527067221893,0.0,0.0,13.0,13.0,3.1707317073170733,4.79476502082094,0.0,0.0,22.0,22.0,5.487804878048781,8.054729327781082,0.0,14.41,37.24,22.830000000000002,20.08676829268293,8.367430101130282,14.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,213.51219512195124,16.811421772754308,225.0,3,0.7716727814417744,0.7406402734912265,0.7323085624386715,0.7317551036067859,0.7317085562164942,0.5365853658536587,0.02439024390243903,7.8048780487804885,0.24390243902439027,0.06232294617563741,0.0028328611898017003,0.906515580736544,0.028328611898017,d,Pd,-0.160771,d,Pd,-0.160771,0.0,,,
Perovskite-like,{'a': '419.8 pm'},CePd3Ga0.15,4.0,,Ce1 Pd3 Ga0.15,31.0,58.0,27.0,48.34939759036144,4.65089272753665,46.0,15.0,74.0,59.0,51.10843373493975,17.401654812019164,62.0,69.723,140.116,70.39300000000001,113.21312048192769,12.965243141239647,106.42,302.91,1828.05,1525.1399999999999,1590.5027710843372,343.4417767455364,1828.05,3.0,13.0,10.0,8.421686746987952,2.6128610828857597,10.0,4.0,6.0,2.0,5.204819277108434,0.3832196254899114,5.0,122.0,204.0,82.0,154.0481927710843,24.07316011032078,139.0,1.12,2.2,1.08,1.9256626506024095,0.3966323123820585,2.2,0.0,2.0,2.0,0.5542168674698794,0.801277398751633,0.0,0.0,1.0,1.0,0.03614457831325301,0.06967629554362026,0.0,1.0,10.0,9.0,7.831325301204819,3.2922049644360576,10.0,0.0,1.0,1.0,0.24096385542168672,0.3658005516040063,0.0,4.0,13.0,9.0,8.662650602409638,2.247060531281754,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.18072289156626503,0.34838147771810124,0.0,0.0,9.0,9.0,2.1686746987951806,3.292204964436057,0.0,0.0,13.0,13.0,3.1325301204819276,4.755407170852083,0.0,0.0,22.0,22.0,5.481927710843373,7.960516765858613,0.0,14.41,37.24,22.830000000000002,20.0719578313253,8.273755262011903,14.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,211.71084337349396,19.213238496153295,225.0,3,0.7628513791940591,0.731737583802621,0.723485606812808,0.7229387771332344,0.7228927904789528,0.5542168674698794,0.03614457831325301,7.831325301204819,0.24096385542168672,0.06397774687065368,0.004172461752433936,0.9040333796940195,0.027816411682892905,d,Pd,-0.160771,d,Pd,-0.160771,0.0,,,
Perovskite-like,{'a': '421.6 pm'},CePd3Ga0.20,2.3,,Ce1 Pd3 Ga0.2,31.0,58.0,27.0,48.14285714285714,4.693877551020406,46.0,15.0,74.0,59.0,51.38095238095238,17.32426303854875,62.0,69.723,140.116,70.39300000000001,112.69538095238094,13.057437641723352,106.42,302.91,1828.05,1525.1399999999999,1575.1742857142856,361.25102040816324,1828.05,3.0,13.0,10.0,8.476190476190476,2.6077097505668934,10.0,4.0,6.0,2.0,5.190476190476191,0.3854875283446713,5.0,122.0,204.0,82.0,153.66666666666666,23.96825396825396,139.0,1.12,2.2,1.08,1.9242857142857144,0.3938775510204082,2.2,0.0,2.0,2.0,0.5714285714285714,0.8163265306122448,0.0,0.0,1.0,1.0,0.047619047619047616,0.09070294784580497,0.0,1.0,10.0,9.0,7.857142857142857,3.2653061224489797,10.0,0.0,1.0,1.0,0.23809523809523808,0.3628117913832199,0.0,4.0,13.0,9.0,8.714285714285714,2.2448979591836737,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.23809523809523808,0.4535147392290249,0.0,0.0,9.0,9.0,2.142857142857143,3.2653061224489797,0.0,0.0,13.0,13.0,3.095238095238095,4.716553287981859,0.0,0.0,22.0,22.0,5.476190476190476,7.868480725623583,0.0,14.41,37.24,22.830000000000002,20.0575,8.182142857142857,14.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,209.95238095238093,21.49659863945579,225.0,3,0.7544275960835648,0.7230662245921379,0.7148728259332369,0.7143323636370426,0.714286923925749,0.5714285714285714,0.047619047619047616,7.857142857142857,0.23809523809523808,0.06557377049180328,0.00546448087431694,0.9016393442622951,0.027322404371584702,d,Pd,-0.160771,d,Pd,-0.160771,0.0,,,
